stock,name,year,month,price,sector,subsector,PE,P_FCF,ROA,ROC,ROE,OPROE,EPS_GROWTH,EBIT,EBIT_MARGIN
NAT BB Equity,CNP -CIE NATL A PORTEFEUILLE,2019,1,48.83,Financials,Financial Services,17.6235,NA,NA,NA,NA,NA,1717.5124,NA,NA
NAV US Equity,NAVISTAR INTERNATIONAL CORP,2019,1,32.22,Industrials,Industrial Engineering,7.3499,38.8392,5.0879,64.6434,0.5602,1.3445,38.6861,301,6.839
NAVI US Equity,NAVIENT CORP,2019,1,11.41,Financials,Financial Services,5.8639,2.6011,0.3605,0.3662,11.3294,14.7454,-32.3077,1066,NA
NBL US Equity,NOBLE ENERGY INC,2019,1,23.11,Oil & Gas,Oil & Gas Producers,24.2659,2991.3828,5.7174,8.8144,12.6388,5.4311,98.4375,431,37.4738
NBR US Equity,NABORS INDUSTRIES LTD,2019,1,3.07,Oil & Gas,"Oil Equipment, Services & Distribution",60.1862,26.4135,-7.1515,-5.5963,-20.6836,-15.8305,26.1905,-7.557,-5.2998
NC US Equity,NACCO INDUSTRIES-CL A,2019,1,33.969,Industrials,General Industrials,6.9626,7.0334,9.0329,13.652,15.1772,12.6431,171.4286,10.547,28.166
NCC US Equity,NATIONAL CITY CORP,2019,1,1.79,Financials,Banks,8.8261,0.1591,-2.9093,-9.041,-59.0569,-47.8568,-24566.6667,NA,NA
NCE US Equity,NEW CENTURY ENERGIES INC,2019,1,40.375,Utilities,Electricity,11.8421,40.3896,5.0284,9.1287,14.071,14.5737,88.3721,184.579,20.1897
NCLH US Equity,NORWEGIAN CRUISE LINE HOLDIN,2019,1,50.57,Consumer Services,Travel & Leisure,11.97,22.7298,6.0782,NA,15.3209,15.8532,20.4545,550.276,20.0334
NCR US Equity,NCR CORPORATION,2019,1,26.81,Technology,Technology Hardware & Equipment,10.3207,7.3797,-1.1202,-2.8746,-22.4094,49.3682,-28.7356,125,4.8387
NDA GY Equity,AURUBIS AG,2019,1,47.8,Basic Materials,Industrial Metals & Mining,8.041,66.352,6.5494,10.5468,11.7787,10.626,-60.8835,13.112456,3.2004
NDAQ US Equity,NASDAQ INC,2019,1,86.38,Financials,Financial Services,19.5616,15.9169,2.9497,5.3965,8.0854,13.2758,-2.9412,241,40.7363
NE US Equity,NOBLE CORP PLC,2019,1,3.31,Oil & Gas,"Oil Equipment, Services & Distribution",5.1519,17.074,-8.6374,-9.445,-18.3116,-3.8579,17.5,-21.843,-93.7839
NEE US Equity,NEXTERA ENERGY INC,2019,1,173.44,Utilities,Electricity,24.1979,93.7563,6.5971,9.9383,21.3273,11.3937,-80.6593,1107,25.6033
NEM GY Equity,NEMETSCHEK SE,2019,1,37.9,Technology,Software & Computer Services,56.2502,49.1764,21.227,34.3241,45.3476,45.2833,157.1429,55.289975999999996,22.584
NEM US Equity,NEWMONT GOLDCORP CORP,2019,1,33.87,Basic Materials,Mining,26.2933,22.8704,-0.9083,-1.0758,-1.7299,6.4108,44.4444,-114,10.2941
NEO FP Equity,NEOPOST SA,2019,1,21.9,Technology,Technology Hardware & Equipment,8.7642,4.0624,5.1596,8.1083,12.2306,13.0791,20.1493,94.48039999999999,15.3433
NESTE FH Equity,NESTE OYJ,2019,1,27.1533,Oil & Gas,Oil & Gas Producers,26.2754,19.1062,11.3479,17.4381,20.7177,25.6974,-36.5385,289.296,7.6944
NEUF FP Equity,NEUF CEGETEL,2019,1,35.91,Telecommunications,Fixed Line Telecommunications,27.9419,29.2388,5.5077,NA,16.7165,23.9849,13.7,286.972448,7.4661
NEX FP Equity,NEXANS SA,2019,1,26.37,Industrials,Electronic & Electrical Equipment,111.1262,125.1389,1.461,-0.3981,5.3028,6.9473,-56.232,104.46799999999999,3.2583
NFB US Equity,NORTH FORK BANCORPORATION,2019,1,28.09,Financials,Banks,14.9309,11.1679,1.4462,4.0423,9.1186,9.3592,-10,NA,NA
NFLX US Equity,NETFLIX INC,2019,1,339.68,Consumer Services,General Retailers,126.6791,1058.947,5.3848,12.6675,27.4636,27.4636,-27.907,215.767,10.1633
NFX US Equity,NEWFIELD EXPLORATION CO,2019,1,18.64,Oil & Gas,Oil & Gas Producers,5.249,1299.9675,10.0576,14.8213,33.0391,44.1992,154.5455,218,35.9355
NGH US Equity,RJR ACQUISITION CORP,2019,1,24.54,Consumer Goods,Food Producers,30.2399,8.8535,2.5175,6.7384,9.2508,10.3913,-41.3793,188,9.7722
NHH SQ Equity,NH HOTEL GROUP SA,2019,1,4.51,Consumer Services,Travel & Leisure,12.0733,23.2024,4.5105,6.9551,9.0822,3.0816,126.1527,72.126544,10.335
NI US Equity,NISOURCE INC,2019,1,26.72,Utilities,"Gas, Water & Multiutilities",19.2526,29.5024,-0.4569,-3.1178,-2.1719,10.2399,26.1538,-315.9,9.4222
NK FP Equity,IMERYS SA,2019,1,46.88,Basic Materials,Mining,10.0638,11.8939,5.4094,7.8545,13.772,12.4362,16.5714,298.5948,12.0761
NKE US Equity,NIKE INC -CL B,2019,1,81.18,Consumer Goods,Personal Goods,32.1342,27.7318,9.2228,15.4688,21.0377,40.6599,14.8936,963,12.4058
NKTR US Equity,NEKTAR THERAPEUTICS,2019,1,43.07,Health Care,Pharmaceuticals & Biotechnology,11.7611,10.3301,52.6781,65.6529,79.5716,80.6801,-42.8571,-98.634,61.1862
NLSN US Equity,NIELSEN HOLDINGS PLC,2019,1,25.59,Consumer Services,Media,10.6288,9.6182,1.9325999999999999,4.1836,7.7574,13.7322,-34.1463,261,15.911200000000001
NMK US Equity,NIAGARA MOHAWK HOLDINGS INC,2019,1,18.4,Utilities,Electricity,132.5,5.1145,-0.3845,-4.7865,-2.9586,1.2085,50,135.928,8.7256
NN NA Equity,NN GROUP NV,2019,1,37.18,Financials,Life Insurance,11.7278,NA,1.0348,5.2984,9.7762,9.3234,7.0093,NA,NA
NOC US Equity,NORTHROP GRUMMAN CORP,2019,1,271.67,Industrials,Aerospace & Defense,12.4795,18.4401,8.8732,16.512,42.1568,48.6194,-34.8278,925,12.5602
NOKIA FH Equity,NOKIA OYJ,2019,1,5.342,Technology,Technology Hardware & Equipment,31.0875,96.915,-0.8443,39.7664,-2.1637,2.6601,33.3333,633.6959999999999,-0.2615
NOS PL Equity,NOS SGPS,2019,1,5.65,Consumer Services,Media,19.5345,7.5103,4.8102,7.0972,13.3662,12.9771,22.2914,66.00999999999999,11.8284
NOV US Equity,NATIONAL OILWELL VARCO INC,2019,1,30.08,Oil & Gas,"Oil Equipment, Services & Distribution",163.6564,40.3975,-0.2792,0.14,-0.4073,-1.5188,43.75,73,0.162
NOVL US Equity,MICRO FOCUS SOFTWARE INC,2019,1,6.1,Technology,Software & Computer Services,80.0163,31.3183,17.3369,27.1215,29.9169,2.6056,-20,11.553,9.3176
NRE1V FH Equity,NOKIAN RENKAAT OYJ,2019,1,28.46,Consumer Goods,Automobiles & Parts,13.4977,12.8595,14.9242,24.1291,21.076,22.1198,500,98.61319999999999,23.4247
NRG US Equity,NRG ENERGY INC,2019,1,40.16,Utilities,Electricity,16.0699,14.5281,-6.8039,-6.3883,-75.9763,-7.0746,54.0984,416,-1.8719
NSC US Equity,NORFOLK SOUTHERN CORP,2019,1,168.25,Industrials,Industrial Transportation,18.5861,26.3651,7.4107,11.7417,16.8027,15.951,-81.5241,1078,34.5523
NSM US Equity,NATIONSTAR MORTGAGE HOLDINGS,2019,1,19.48,Financials,Real Estate Investment & Services,14.3884,1.2076,1.5,2.2389,14.786,10.8388,8050,245,NA
NT US Equity,NORTEL NETWORKS CORP,2019,1,0.32,Technology,Technology Hardware & Equipment,NA,NA,56.2429,-301.5294,-40.2791,4.6106,-13.0435,-26,-1628.5714
NTAP US Equity,NETAPP INC,2019,1,63.45,Technology,Technology Hardware & Equipment,16.9675,13.1868,3.0648,6.6282,13.42,46.2807,43.0769,286,21.0885
NTGY SQ Equity,NATURGY ENERGY GROUP SA,2019,1,23.93,Utilities,"Gas, Water & Multiutilities",28.6045,38.2624,-6.4171,10.2424,-21.9765,4.3669,70.2434,588.924,-8.9034
NTRS US Equity,NORTHERN TRUST CORP,2019,1,88.89,Financials,Financial Services,13.4338,15.4872,1.1495,6.5969,15.7158,15.5896,19.0789,NA,NA
NTV IM Equity,BANCA ANTONVENETA SPA,2019,1,26.5,Financials,Banks,20.6421,NA,0.8124,1.5586,11.9054,11.848,101.3513,NA,NA
NUE US Equity,NUCOR CORP,2019,1,59.74,Basic Materials,Industrial Metals & Mining,8.0183,13.7197,13.9848,19.0332,25.4084,26.1186,73.3333,902.962,13.2631
NUM NA Equity,KONINKLIJKE NUMICO NV,2019,1,54.8,Consumer Goods,Food Producers,35.6502,42.5326,7.5979,13.9562,32.5762,32.4654,94.0628,154.98,17.4055
NUO NA Equity,NUTRECO NV,2019,1,45.25,Consumer Goods,Food Producers,21.267,19.4278,5.6022,11.8514,15.979800000000001,17.5883,-0.7143,163.4752,4.4889
NVDA US Equity,NVIDIA CORP,2019,1,137.26,Technology,Technology Hardware & Equipment,23.6483,27.7727,39.9625,47.7976,59.3037,55.8999,45.3237,1058,36.8942
NVLS US Equity,NIVALIS THERAPEUTICS INC,2019,1,2.4,Health Care,Pharmaceuticals & Biotechnology,NA,NA,-38.2114,-39.8588,-43.0137,-41.6359,97.3611,-12.386,-3742.377
NWL US Equity,NEWELL BRANDS INC,2019,1,20.86,Consumer Goods,Household Goods & Home Construction,9.7141,30.214,-19.4474,11.105,-58.4492,6.9968,-91.6667,-7903.8,-65.6475
NWS US Equity,NEWS CORP - CLASS B,2019,1,12.79,Consumer Services,Media,37.5814,18.3563,-9.5703,NA,-14.7021,-3.2862,41.6667,177,3.0453
NWSA US Equity,NEWS CORP - CLASS A,2019,1,12.68,Consumer Services,Media,36.9569,18.2143,-9.5703,NA,-14.7021,-3.2862,41.6667,177,3.0453
NXT FP Equity,EURONEXT NV,2019,1,92.11,Financials,Financial Services,31.8966,28.4053,23.8787,28.7995,40.6078,38.1801,32.7273,83.22999999999999,50.9529
NXTL US Equity,NEXTEL COMMUNICATIONS INC-A,2019,1,34.57,Telecommunications,Mobile Telecommunications,19.8333,20.8221,9.2919,13.8209,22.4546,19.443,-60.6838,890,23.7173
NYR BB Equity,NYRSTAR NV,2019,1,0.56,Basic Materials,Industrial Metals & Mining,2.1896,5.2322,0.522,7.4322,3.252,-9.8832,30.9784,34.0956,4.743
NYT US Equity,NEW YORK TIMES CO-A,2019,1,26.05,Consumer Services,Media,30.4881,53.3249,0.6242,1.3552,1.4203000000000001,14.2698,-25,41.443,7.9871
NYX US Equity,NYSE EURONEXT,2019,1,45.82,Financials,Financial Services,20.584,16.1607,3.9831,6.9769,7.7513,8.218,65.9091,178,18.206
O US Equity,REALTY INCOME CORP,2019,1,67.25,Financials,Real Estate Investment Trusts,54.4923,22.8835,2.3572,2.4609,4.516,4.9433,6.25,162.114,46.6594
O2D GY Equity,TELEFONICA DEUTSCHLAND HOLDI,2019,1,3.035,Telecommunications,Mobile Telecommunications,11475.8982,16.8568,-2.3019,-3.3096,-4.042,-2.9676,0,-20.663999999999998,-0.3444
OAT US Equity,QUAKER OATS CO,2019,1,102,Consumer Goods,Food Producers,28.7079,48.5848,19.3221,45.9193,175,177.9789,13.2743,286.9,15.911
OBEL BB Equity,ORANGE BELGIUM,2019,1,16.58,Telecommunications,Mobile Telecommunications,31.0595,12.4118,1.2006000000000001,2.4647,3.2493,5.8847000000000005,-79.4118,9.184,2.1197
OCE NA Equity,OCE HOLDING BV,2019,1,9.75,Technology,Technology Hardware & Equipment,4.0361,14.9251,-3.9477,9.8102,-18.1133,-18.1133,77.686,-18.0236,-2.5455
OCI NA Equity,OCI NV,2019,1,18.98,Basic Materials,Chemicals,27.5613,10.5701,-1.1484,1.4559,-6.7944,-7.3009,57.1429,301.34999999999997,11.5607
ODP US Equity,OFFICE DEPOT INC,2019,1,2.94,Consumer Services,General Retailers,7.7262,3.7047,1.0953,2.8383,3.0668,8.8134,-42.1053,105,2.6451000000000002
OGE FP Equity,ORANGE HOLDING SA,2019,1,9.6,Telecommunications,Mobile Telecommunications,10.5022,10.8877,15.6168,23.1919,28.3646,28.3646,0,4705.652,22.8471
OI US Equity,OWENS-ILLINOIS INC,2019,1,19.57,Industrials,General Industrials,7.3455,11.79,1.3541,6.8525,15.2542,48.9266,-3.8462,192,10.8571
OK US Equity,OLD KENT FINANCIAL CORP,2019,1,29.7,Financials,Banks,16.4592,540.4217,1.3672,5.9881,19.3604,22.4412,3.2787,NA,NA
OKE US Equity,ONEOK INC,2019,1,64.62,Oil & Gas,"Oil Equipment, Services & Distribution",23.1901,566.4122,5.317,8.0574,15.3304,17.6782,76.7442,495.534,13.2952
OMC US Equity,OMNICOM GROUP,2019,1,77.44,Consumer Services,Media,13.298,11.3409,5.2874,18.3466,48.171,52.7503,16.6667,502.3,13.8257
OME BB Equity,OMEGA PHARMA,2019,1,36,Health Care,Pharmaceuticals & Biotechnology,20.6762,22.5684,2.4455999999999998,4.5347,5.3192,8.1432,-41.5727,92.71362799999999,8.968
OMV AV Equity,OMV AG,2019,1,42.98,Oil & Gas,Oil & Gas Producers,9.8636,11.7928,3.4828,7.9714,12.3512,22.6375,-49.6296,751.9399999999999,11.6296
OMX US Equity,OFFICEMAX INC,2019,1,15.19,Consumer Services,General Retailers,33.9888,162.4886,1.2524,4.1036,4.3762,4.0704,-93,48,1.7659
ONE US Equity,ONESMART INTERNATIONAL -ADR,2019,1,8.49,Consumer Services,General Retailers,545.2056,369.9659,7.5721,24.2853,NA,NA,76.5052,229.417,8.014
ONTEX BB Equity,ONTEX GROUP NV,2019,1,17.99,Consumer Goods,Personal Goods,15.5622,32.3247,4.2084,8.4632,9.9313,10.267,-21.519,90.5772,7.8361
OPAP GA Equity,OPAP SA,2019,1,8.75,Consumer Services,Travel & Leisure,18.8781,10.5549,6.886,9.814,14.8998,16.9295,-10.0877,71.97845199999999,32.5972
OR FP Equity,L'OREAL,2019,1,209.1,Consumer Goods,Personal Goods,30.1617,30.334,10.4963,14.3242,15.6057,16.9022,10,2925.104,17.9264
ORA FP Equity,ORANGE,2019,1,13.525,Telecommunications,Fixed Line Telecommunications,21.7036,19.3381,2.1334,5.2002,6.2312,7.6316,31.2816,2701.2439999999997,11.7643
ORCL US Equity,ORACLE CORP,2019,1,50.24,Technology,Software & Computer Services,18.0441,14.5625,3.0979,4.5097000000000005,9.2133,26.1104,18.8679,3101,34.3641
ORLY US Equity,O'REILLY AUTOMOTIVE INC,2019,1,346.91,Consumer Services,General Retailers,21.4156,22.9621,17.2556,39.4928,238.4496,228.922,39.2638,485.148,19.0175
ORNBS FH Equity,ORION OYJ/OLD-B SHS,2019,1,13.5861,Health Care,Pharmaceuticals & Biotechnology,13.1587,NA,13.3837,NA,30.9449,30.9449,31.1617,75.99759999999999,9.8101
ORNBV FH Equity,ORION OYJ-CLASS B,2019,1,31,Health Care,Pharmaceuticals & Biotechnology,22.0678,22.4946,32.2809,41.1784,49.9211,29.8505,-20.7989,51.2008,25.8363
ORP FP Equity,ORPEA,2019,1,87,Health Care,Health Care Equipment & Services,25.4307,NA,0.9938,2.2914,3.7194000000000003,9.2289,-41.9393,242.88121199999998,13.1724
OSR GY Equity,OSRAM LICHT AG,2019,1,37.86,Industrials,Electronic & Electrical Equipment,52.5083,2382.5464,4.276,7.0985,7.3365,10.0906,-49.2308,-13.776,4.8846
OTE1V FH Equity,OUTOTEC OYJ,2019,1,3.616,Industrials,Industrial Engineering,1767.748,17.1322,0.4928,-8.6777,1.4815,4.0261,33.3333,18.2532,2.5485
OUT1V FH Equity,OUTOKUMPU OYJ,2019,1,3.8,Basic Materials,Industrial Metals & Mining,11.7094,18.9205,3.7844,7.2173,8.795,8.9168,-76.9231,74.61999999999999,4.0136
OWC US Equity,OWENS CORNING,2019,1,8.33,Industrials,Construction & Materials,NA,NA,8.1063,25.2793,NA,NA,272.1311,147,8.138
OXY US Equity,OCCIDENTAL PETROLEUM CORP,2019,1,67.28,Oil & Gas,Oil & Gas Producers,13.5237,28.6574,9.0787,13.4987,18.6062,15.0611,876,2554,28.8933
P IM Equity,PIRELLI SPA,2019,1,0.907,Consumer Goods,Automobiles & Parts,42.7143,NA,NA,NA,NA,NA,44.4444,67.732,2.2069
PAH3 GY Equity,PORSCHE AUTOMOBIL HLDG-PRF,2019,1,57,Consumer Goods,Automobiles & Parts,5.0074,31.3989,10.6319,10.7183,10.7114,10.7114,2.1346,-33.291999999999994,-67.9012
PALM US Equity,PALM INC,2019,1,5.6899999999999995,Technology,Technology Hardware & Equipment,22.2258,11.1736,-42.4448,-98.0801,-26.218,-20.5122,85.3933,-117.86,-76.0208
PANF GA Equity,VODAFONE-PANAFON SA,2019,1,5.5,Telecommunications,Mobile Telecommunications,21.3523,162.8824,16.7935,26.8491,30.8132,31.7553,-5.3872,433.11675119999995,25.6006
PAS SQ Equity,BANCO PASTOR SA,2019,1,3.5,Financials,Banks,18.159300000000002,NA,0.1689,0.3634,3.3095,7.3374,110.3871,NA,NA
PAYX US Equity,PAYCHEX INC,2019,1,70.58,Industrials,Support Services,25.2733,23.1521,13.1858,42.3646,44.0798,42.455,20,307.2,35.7818
PBCT US Equity,PEOPLE'S UNITED FINANCIAL,2019,1,16.52,Financials,Banks,12.4903,11.3048,1.0137,4.2841,7.6583,7.7658,16.6667,NA,NA
PBG US Equity,PEPSI BOTTLING GROUP INC,2019,1,38.3,Consumer Goods,Beverages,16.8099,15.0342,4.6098,10.266,11.0719,21.835,8.2569,436,7.6382
PBI US Equity,PITNEY BOWES INC,2019,1,7.27,Technology,Technology Hardware & Equipment,5.9801,6.6971,4.2319,10.4671,152.7735,131.5891,4.1667,90.53,10.9336
PBY US Equity,NA,2019,1,18.5,NA,NA,651.9594,19.2315,-0.5675,0.0027,-1.5854,0.359,633.3333,4.425,0.451
PC IM Equity,PIRELLI & C SPA,2019,1,14.97,Consumer Goods,Automobiles & Parts,24.576,14.4712,3.3399,7.4485,9.7874,10.0879,46.2112,245.345968,13.817
PCAR US Equity,PACCAR INC,2019,1,64.65,Industrials,Industrial Engineering,10.5011,22.0671,8.9738,3.8439,26.378,26.3752,-0.5988,714.2,11.4425
PCG US Equity,P G & E CORP,2019,1,13.38,Utilities,Electricity,3.246,77.2632,0.2099,2.2566,0.7069,10.4839,1.8692,696,1.5443
PCH US Equity,POTLATCHDELTIC CORP,2019,1,36.29,Financials,Real Estate Investment Trusts,16.4704,17.4027,7.8408,7.9764,19.3641,23.1622,15.6627,77.742,22.7369
PCL US Equity,PLUM CREEK TIMBER CO,2019,1,37.82,Financials,Real Estate Investment Trusts,32.9917,16.8725,3.8715,9.1423,12.5119,12.3352,-51.2821,53,18.9619
PCLN US Equity,PRICELINE GROUP INC/THE,2019,1,1841.3,Consumer Services,Travel & Leisure,25.2853,20.7635,11.1512,14.3109,24.4914,35.7711,6.4636,2246.589,36.7243
PCP US Equity,PRECISION CASTPARTS CORP,2019,1,234.89,Industrials,Aerospace & Defense,22.714,32.432,6.6514,9.2987,12.5695,13.6937,-13.7313,619,25.1086
PD US Equity,PAGERDUTY INC,2019,1,NA,Technology,Software & Computer Services,7.3563,7.2844,NA,NA,NA,NA,NA,NA,NA
PDCO US Equity,PATTERSON COS INC,2019,1,22.23,Health Care,Health Care Equipment & Services,21.8541,12.3024,4.4901,7.9916,10.9472,7.0068,-27.907,41.216,2.4838
PDG US Equity,PLACER DOME INC,2019,1,21.97,Basic Materials,Mining,71.0968,176.3323,1.8473000000000002,8.1615,3.3219,4.3493,-44.4444,539,33.4176
PEC FP Equity,RIO TINTO FRANCE SAS,2019,1,48.5,Basic Materials,Mining,66.3618,11.9615,-6.1922,1.2858,-18.7064,-18.7064,-424.5283,-544.1519999999999,-4.7883
PEG US Equity,PUBLIC SERVICE ENTERPRISE GP,2019,1,53.18,Utilities,Electricity,17.6402,427.0916,5.091,9.2566,15.9735,11.8703,5.1282,554,23.1553
PEP US Equity,PEPSICO INC,2019,1,110.97,Consumer Goods,Beverages,20.3894,26.0166,6.5104,11.538,42.0476,66.4826,18,2844,15.8499
PETM US Equity,PETSMART INC,2019,1,82.98,Consumer Services,General Retailers,19.0487,16.8336,15.9336,26.2658,34.5922,35.3731,3.1008,223.066,9.9662
PFE US Equity,PFIZER INC,2019,1,41.38,Health Care,Pharmaceuticals & Biotechnology,26.2769,18.0352,6.7345,11.2631,16.5628,14.4285,45.8333,2312,26.0989
PFG US Equity,PRINCIPAL FINANCIAL GROUP,2019,1,47.89,Financials,Life Insurance,9.2604,2.8189,0.6224,16.2424,12.7603,12.8675,-71.134,NA,NA
PG US Equity,PROCTER & GAMBLE CO/THE,2019,1,94.43,Consumer Goods,Household Goods & Home Construction,23.3325,21.4419,8.6246,12.5095,19.8229,20.1704,30.2083,3896,20.0607
PGL US Equity,PEOPLES ENERGY LLC,2019,1,47.74,Utilities,"Gas, Water & Multiutilities",37.8559,42.5195,-0.4792,3.9286,-2.1486,5.1012,-158.6207,-21.964,0.5102
PGR US Equity,PROGRESSIVE CORP,2019,1,66.62,Financials,Nonlife Insurance,13.5512,6.5107,6.1337,19.3366,26.4512,29.7179,-55.3949,NA,NA
PH US Equity,PARKER HANNIFIN CORP,2019,1,163.5,Industrials,General Industrials,14.7621,14.689,8.9963,13.6457,24.8343,26.4838,469.0476,472.447,13.953
PHIA NA Equity,KONINKLIJKE PHILIPS NV,2019,1,33.51,Health Care,Health Care Equipment & Services,24.3966,15.841,4.2467,8.0768,9.0505,12.6687,74.6419,1400.56,9.4862
PHM US Equity,PULTEGROUP INC,2019,1,27.33,Consumer Goods,Household Goods & Home Construction,7.6238,5.6572,10.2925,12.9486,22.6032,23.1276,223.0769,336.587,13.3622
PHR PL Equity,PHAROL SGPS SA,2019,1,0.184,Telecommunications,Fixed Line Telecommunications,33.0405,78.6089,-297.252,-1.4266,-306.7639,-303.3392,-1171.304,-13.406918,15.1875
PIRC IM Equity,PIRELLI & C SPA,2019,1,5.916,Consumer Goods,Automobiles & Parts,13.0131,23.4822,3.3399,7.4485,9.7874,10.0879,46.2112,245.345968,13.817
PKG US Equity,PACKAGING CORP OF AMERICA,2019,1,92.74,Industrials,General Industrials,11.575,14.1667,11.5609,13.4992,30.1668,31.555,-23.8596,286.7,15.2211
PKI US Equity,PERKINELMER INC,2019,1,90.08,Industrials,Electronic & Electrical Equipment,35.5713,46.228,2.368,3.8455,4.9141,10.9563,-22.7273,80.202,11.3313
PLD US Equity,PROLOGIS INC,2019,1,68.23,Financials,Real Estate Investment Trusts,49.2623,3235.2504,4.8583,5.6083,8.6974,4.2551,69.3759,241.08,30.2021
PLL US Equity,PIEDMONT LITHIUM LTD-ADR,2019,1,7.539,Basic Materials,Mining,32.3118,22.7106,-62.4412,-68.2043,-68.5847,-68.5847,22.2222,-4.2048,-6938.3098
PLT IM Equity,PARMALAT SPA,2019,1,2.8449999999999998,Consumer Goods,Food Producers,46.9909,37.5775,1.5009000000000001,13.7114,2.4848,5.2907,-11.4117,24.911599999999996,3.1425
PM US Equity,PHILIP MORRIS INTERNATIONAL,2019,1,74.8,Consumer Goods,Tobacco,15.0788,14.8322,16.4636,NA,429.7758,432.8387,13.3858,3156,39.497
PMCS US Equity,MICROSEMI STORAGE SOLUTIONS,2019,1,11.59,Technology,Technology Hardware & Equipment,164.4923,33.0485,0.6191,19.6446,0.6693,2.3898,-100,-9.257,1.4909
PMI IM Equity,BANCA POPOLARE DI MILANO,2019,1,0.3655,Financials,Banks,21.6286,0.98740000000000006,0.1435,0.3334,1.6176,4.6718,25.075,NA,NA
PNC US Equity,PNC FINANCIAL SERVICES GROUP,2019,1,122.83,Financials,Banks,11.4431,7.3174,1.3894,5.0467,11.6024,11.6024,-34.5154,NA,NA
PNL NA Equity,POSTNL NV,2019,1,2.2560000000000002,Industrials,Industrial Transportation,9.7124,456.8602,2.4027,14.1743,87.6787,45.7871,-25.4545,35.587999999999994,5.1136
PNR US Equity,PENTAIR PLC,2019,1,41.21,Industrials,Industrial Engineering,19.1906,18.4143,4.8858,8.863199999999999,8.8421,10.9283,71.875,113,14.7853
PNW US Equity,PINNACLE WEST CAPITAL,2019,1,86.84,Utilities,Electricity,19.3335,124.2134,2.9241,6.6538,9.6535,9.8307,13.7652,433.307,21.5836
POH1S FH Equity,OP CORPORATE BANK PLC,2019,1,15.97,Financials,Banks,11.7438,4.9593,0.6383,1.0561,10.0074,10.0074,57.7815,NA,NA
POM FP Equity,PLASTIC OMNIUM,2019,1,24.2,Consumer Goods,Automobiles & Parts,6.6346,10.2285,7.5364,14.7731,26.5047,29.98,11.3687,331.882208,8.8289
POM US Equity,PEPCO HOLDINGS LLC,2019,1,21.36,Utilities,Electricity,22.7915,107.632,1.572,3.4236,3.7711,3.7711,242.8571,245,14.2025
POP SQ Equity,BANCO POPULAR ESPANOL,2019,1,0.317,Financials,Banks,174.6049,NA,-11.0749,-23.0541,-212.9379,-86.6282,-1085.6058,NA,NA
PPB ID Equity,FLUTTER ENTERTAINMENT PLC,2019,1,71.8,Consumer Services,Travel & Leisure,26.0954,17.2204,4.4447,5.0745,5.1608,5.7238,0.7775,117.309528,13.2486
PPC GA Equity,PUBLIC POWER CORP,2019,1,1.326,Utilities,Electricity,4.1723,1.8472,1.4769,3.768,4.1448,2.5365,-41.0776,-73.128748,4.8625
PPG US Equity,PPG INDUSTRIES INC,2019,1,104.33,Basic Materials,Chemicals,17.7399,23.8385,8.2389,14.8351,26.3251,28.6023,81.3559,370,12.1114
PPL US Equity,PPL CORP,2019,1,30.79,Utilities,Electricity,13.0562,51.9922,3.5561,6.4613,13.2592,15.1902,21.1538,686,37.8796
PRF IM Equity,PARMALAT FINANZIARIA SPA,2019,1,0.11,Consumer Goods,Food Producers,0.3503,0.1106,-208.7213,6.0861,14.7651,14.7651,14.5985,-2995.1504827999997,-46.1378
PRGO US Equity,PERRIGO CO PLC,2019,1,46.46,Health Care,Pharmaceuticals & Biotechnology,13.1537,14.0781,1.0761,-36.677,2.0955,7.5027,14,-122,5.9653
PROX BB Equity,PROXIMUS,2019,1,23.69,Telecommunications,Fixed Line Telecommunications,15.0064,16.492,6.1648,14.4098,17.5025,18.1425,-4.6512,233.04399999999998,13.3322
PRS SQ Equity,PROMOTORA DE INFORMACIONES-A,2019,1,1.65,Consumer Services,Media,42.8298,5.2057,-5.9289,-8.4161,-36.6332,14.516,70.6484,44.781183999999996,9.8279
PRU US Equity,PRUDENTIAL FINANCIAL INC,2019,1,90.38,Financials,Life Insurance,9.3541,1.7677,0.8513,10.639,14.3319,15.7077,-23.5067,NA,NA
PRY IM Equity,PRYSMIAN SPA,2019,1,18.745,Industrials,Electronic & Electrical Equipment,32.4657,49.835,2.5905,12.1926,11.4347,13.8232,6.643,171.052,3.7196
